customer_id,product_id,quantity,unit_price_at_sale,total_amount,loyalty_card_used,order_date
99643-51048-IQ,A-D-2.5,4,22.885,91.54,false,2026-01-15 20:45:16
11212-69985-ZJ,A-L-1,3,12.95,38.85,false,2026-06-26 10:43:22
15456-29250-RU,L-D-0.5,2,7.77,15.54,false,2026-06-20 13:37:27
96836-09258-RI,L-L-2.5,4,36.455,145.82,true,2026-02-19 10:23:02
11349-55147-SN,R-M-0.5,5,5.97,29.85,false,2026-04-28 16:12:22
51971-70393-QM,L-L-2.5,2,36.455,72.91,false,2026-03-10 18:48:56
87049-37901-FU,L-M-1,5,14.55,72.75,false,2026-06-17 19:39:14
49894-06550-OQ,L-L-1,3,15.85,47.55,false,2026-02-22 17:10:56
96836-09258-RI,E-D-0.2,3,3.645,10.935,true,2026-04-06 20:37:13
66527-94478-PB,E-L-1,4,14.85,59.4,false,2026-06-09 18:08:55
39019-13649-CL,L-D-2.5,3,29.785,89.355,true,2026-05-25 10:38:57
02536-18494-AQ,L-M-0.5,3,8.73,26.19,true,2026-02-22 10:49:21
80247-70000-HT,A-D-2.5,5,22.885,114.425,false,2026-06-15 14:14:58
10728-17633-ST,R-D-0.5,5,5.37,26.85,true,2026-04-02 16:17:36
71631-11462-TH,L-L-0.2,5,4.755,23.775,true,2026-03-28 15:54:06
98051-37183-SK,A-M-0.5,1,6.75,6.75,false,2026-02-14 12:59:06
01841-48191-NL,R-M-0.5,6,5.97,35.82,true,2026-06-13 20:05:59
40214-03678-GU,R-D-2.5,4,20.585,82.34,true,2026-03-17 19:35:58
48203-23480-UB,R-L-0.5,1,7.17,7.17,true,2026-01-06 09:38:36
66408-53777-VE,L-L-0.2,2,4.755,9.51,false,2026-03-01 16:01:37
30256-29772-KK,R-M-0.2,1,2.985,2.985,false,2026-06-10 10:32:39
83731-53280-YC,R-M-1,6,9.95,59.7,true,2026-01-10 19:40:07
71749-05400-CN,E-L-2.5,4,34.155,136.62,false,2026-04-21 19:55:31
24010-66714-HW,L-L-0.2,2,4.755,9.51,false,2026-02-04 14:27:20
78224-60622-KH,A-M-2.5,3,25.875,77.625,false,2026-06-15 10:01:04
35367-50483-AR,L-M-0.2,5,4.365,21.825,true,2026-05-26 13:44:23
49231-44455-IC,E-L-0.5,2,8.91,17.82,true,2026-05-26 20:30:35
13561-92774-WP,R-D-1,6,8.95,53.7,true,2026-04-06 20:20:02
76624-72205-CK,R-L-0.2,1,3.585,3.585,true,2026-05-05 18:52:07
77634-13918-GJ,E-D-0.2,2,3.645,7.29,false,2026-02-11 15:02:11
10225-91535-AI,A-M-0.5,6,6.75,40.5,true,2026-06-08 16:57:33
51901-35210-UI,R-L-1,4,11.95,47.8,false,2026-04-26 09:54:24
48675-07824-HJ,A-L-0.5,5,7.77,38.85,true,2026-03-06 09:35:14
89442-35633-HJ,L-L-2.5,3,36.455,109.365,true,2026-06-15 09:00:01
03917-13632-KC,L-M-2.5,3,33.465,100.395,true,2026-03-27 13:53:01
87979-56781-YV,R-D-2.5,4,20.585,82.34,true,2026-04-29 14:41:48
55871-61935-MF,L-L-0.5,1,9.51,9.51,false,2026-04-26 12:34:04
96503-31833-CW,A-L-2.5,3,29.785,89.355,false,2026-06-08 17:02:00
43439-94003-DW,A-D-0.2,4,2.985,11.94,false,2026-01-16 13:49:39
87242-18006-IR,A-M-1,3,11.25,33.75,false,2026-04-09 09:01:53
19413-02045-CG,R-L-1,3,11.95,35.85,false,2026-02-14 09:38:28
61021-27840-ZN,A-L-1,6,12.95,77.7,false,2026-05-06 13:41:59
06631-86965-XP,A-L-1,4,12.95,51.8,true,2026-05-21 19:11:53
27930-59250-JT,A-M-2.5,4,25.875,103.5,false,2026-04-06 20:20:25
94526-79230-GZ,E-L-1,3,14.85,44.55,true,2026-03-14 14:40:00
93405-51204-UW,E-L-0.5,4,8.91,35.64,true,2026-02-05 11:29:08
52374-27313-IV,A-D-0.2,6,2.985,17.91,true,2026-05-29 18:54:18
50384-52703-LA,A-M-2.5,6,25.875,155.25,false,2026-05-09 11:41:27
30585-48726-BK,A-D-0.2,2,2.985,5.97,false,2026-03-30 20:43:56
57837-15577-YK,A-M-0.5,2,6.75,13.5,false,2026-04-07 15:44:00
37997-75562-PI,A-D-0.2,1,2.985,2.985,false,2026-06-30 11:18:39
00445-42781-KX,L-M-0.2,3,4.365,13.095,true,2026-06-28 15:05:29
83163-65741-IH,A-L-0.2,2,3.885,7.77,true,2026-03-20 12:55:11
33011-52383-BA,L-D-2.5,5,29.785,148.925,true,2026-05-17 15:06:30
19821-05175-WZ,L-D-1,3,12.95,38.85,true,2026-01-16 19:16:01
51427-89175-QJ,R-M-0.2,4,2.985,11.94,false,2026-06-05 12:25:49
90961-35603-RP,L-M-1,6,14.55,87.3,false,2026-02-20 11:44:04
76209-39601-ZR,A-M-0.5,6,6.75,40.5,true,2026-02-16 18:53:11
98051-37183-SK,E-D-1,2,12.15,24.3,false,2026-06-25 11:57:59
50924-94200-SQ,R-M-0.5,3,5.97,17.91,true,2026-02-24 15:04:14
29732-74147-HX,A-M-0.5,4,6.75,27,false,2026-04-05 20:37:31
34570-99384-AF,L-D-0.5,1,7.77,7.77,true,2026-04-19 20:59:13
66044-25298-TA,E-L-0.2,3,4.455,13.365,true,2026-02-08 14:20:33
64852-04619-XZ,R-D-0.5,5,5.37,26.85,false,2026-04-28 18:46:27
58118-22461-GC,A-M-1,1,11.25,11.25,false,2026-04-17 16:48:28
11107-57605-HS,L-M-1,1,14.55,14.55,false,2026-02-02 10:16:42
58443-95866-YO,R-L-0.2,4,3.585,14.34,false,2026-06-07 20:46:08
47939-53158-LS,L-L-1,1,15.85,15.85,false,2026-01-02 09:37:37
53809-98498-SN,L-L-0.2,4,4.755,19.02,true,2026-01-13 11:13:35
44530-75983-OD,L-L-0.5,4,9.51,38.04,false,2026-06-23 14:21:56
91190-84826-IQ,E-D-0.5,3,7.29,21.87,true,2026-01-18 09:12:03
23446-47798-ID,E-M-0.2,1,4.125,4.125,false,2026-06-05 15:31:58
83105-86631-IU,A-L-0.2,1,3.885,3.885,false,2026-04-21 19:54:41
15064-65241-HB,E-M-1,5,13.75,68.75,false,2026-06-17 16:08:34
71364-35210-HS,A-D-0.5,4,5.97,23.88,true,2026-04-13 19:36:48
87223-37422-SK,L-L-2.5,4,36.455,145.82,false,2026-02-16 11:54:41
63349-66809-NF,L-M-0.2,5,4.365,21.825,true,2026-05-03 09:19:47
54798-14109-HC,L-M-0.5,3,8.73,26.19,true,2026-01-07 09:20:04
37397-05992-VO,A-M-1,1,11.25,11.25,false,2026-04-18 20:48:56
06953-94794-FB,L-D-1,6,12.95,77.7,false,2026-02-23 20:50:50
23806-46781-OU,A-M-0.5,1,6.75,6.75,false,2026-05-03 20:17:12
38978-59582-JP,E-D-1,1,12.15,12.15,true,2026-06-16 14:12:12
47723-84396-MT,A-L-2.5,5,29.785,148.925,true,2026-05-03 18:02:41
57192-13428-PL,E-D-0.5,2,7.29,14.58,true,2026-03-17 12:35:51
60004-62976-NI,A-L-2.5,5,29.785,148.925,true,2026-02-10 11:28:16
51901-35210-UI,L-D-1,1,12.95,12.95,false,2026-05-17 18:24:52
28932-49296-TM,E-M-2.5,3,31.625,94.875,true,2026-02-22 19:15:21
74126-88836-KA,A-L-0.5,5,7.77,38.85,true,2026-03-16 15:04:38
51940-02669-OR,A-D-0.2,4,2.985,11.94,false,2026-01-20 09:40:05
15064-65241-HB,E-L-2.5,3,34.155,102.465,false,2026-03-12 12:37:52
90882-88130-KQ,E-D-1,4,12.15,48.6,false,2026-04-04 09:40:35
86447-02699-UT,L-D-1,6,12.95,77.7,true,2026-02-14 17:27:19
96836-09258-RI,L-D-2.5,1,29.785,29.785,true,2026-03-13 20:14:38
48582-05061-RY,A-L-0.2,4,3.885,15.54,true,2026-03-19 19:05:51
20236-64364-QL,E-L-2.5,4,34.155,136.62,true,2026-06-20 20:44:15
34419-18068-AG,L-M-0.5,2,8.73,17.46,false,2026-03-25 10:01:25
00852-54571-WP,E-L-2.5,2,34.155,68.31,true,2026-06-11 20:39:48
90392-73338-BC,L-M-0.2,4,4.365,17.46,false,2026-05-20 10:51:02
30585-48726-BK,L-M-1,3,14.55,43.65,false,2026-01-18 14:07:33
70451-38048-AH,E-M-1,2,13.75,27.5,false,2026-06-07 19:17:55
64439-27325-LG,E-D-0.2,5,3.645,18.225,true,2026-03-31 16:31:18
78661-52235-WG,A-M-2.5,2,25.875,51.75,true,2026-03-09 13:20:07
04666-71569-RI,L-D-1,1,12.95,12.95,true,2026-01-24 14:38:07
06062-66586-TK,A-M-1,3,11.25,33.75,true,2026-06-22 18:51:18
71845-97930-ME,R-M-2.5,3,22.885,68.655,true,2026-04-22 15:22:40
86779-84838-EJ,R-D-0.2,1,2.685,2.685,false,2026-06-16 15:26:31
43974-44760-QI,A-D-2.5,5,22.885,114.425,false,2026-04-19 20:55:06
89711-56688-GG,A-M-2.5,6,25.875,155.25,true,2026-03-26 16:25:25
39652-20484-RV,A-M-2.5,3,25.875,77.625,true,2026-05-06 11:35:05
74671-55639-TU,R-D-2.5,3,20.585,61.755,false,2026-01-07 17:52:04
76534-45229-SG,R-D-2.5,6,20.585,123.51,true,2026-02-28 15:54:20
03677-09134-BC,L-L-2.5,6,36.455,218.73,false,2026-03-06 11:55:30
98636-90072-YE,E-M-0.5,4,8.25,33,false,2026-05-16 17:01:24
86071-79238-CX,A-L-0.5,3,7.77,23.31,false,2026-06-11 12:47:35
63025-62939-AN,E-D-0.5,3,7.29,21.87,true,2026-01-15 12:04:56
68605-21835-UF,R-D-0.2,6,2.685,16.11,false,2026-03-16 17:10:13
34419-18068-AG,E-D-0.5,4,7.29,29.16,false,2026-02-03 15:20:41
67010-92988-CT,R-D-1,6,8.95,53.7,true,2026-05-27 19:42:07
99144-98314-GN,R-D-0.5,5,5.37,26.85,true,2026-05-04 19:37:56
57360-46846-NS,E-M-0.5,5,8.25,41.25,true,2026-04-14 20:07:21
17514-94165-RJ,A-M-0.5,6,6.75,40.5,false,2026-06-27 16:18:47
53971-49906-PZ,R-D-1,2,8.95,17.9,false,2026-02-10 13:56:09
54387-64897-XC,E-L-2.5,2,34.155,68.31,false,2026-01-11 20:04:31
60378-26473-FE,E-M-2.5,2,31.625,63.25,true,2026-03-30 19:45:33
82990-92703-IX,E-D-0.5,3,7.29,21.87,false,2026-04-02 10:50:30
19820-29285-FD,R-M-2.5,4,22.885,91.54,false,2026-03-25 19:34:35
09020-56774-GU,E-L-2.5,6,34.155,204.93,true,2026-03-12 10:33:13
08023-52962-ET,E-M-2.5,2,31.625,63.25,true,2026-04-07 20:00:10
35442-75769-PL,E-L-2.5,1,34.155,34.155,true,2026-02-18 10:33:17
14888-85625-TM,R-L-2.5,4,27.485,109.94,true,2026-04-22 14:32:34
69411-48470-ID,A-L-1,2,12.95,25.9,false,2026-04-15 16:39:44
23014-48364-QB,A-D-0.2,1,2.985,2.985,false,2026-05-14 13:18:52
66794-66795-VW,E-L-0.2,5,4.455,22.275,false,2026-01-23 11:52:05
67052-76184-CB,A-D-0.5,5,5.97,29.85,false,2026-03-05 09:49:37
91465-84526-IJ,R-D-0.5,6,5.37,32.22,false,2026-02-03 15:55:18
71468-76923-BU,E-M-0.2,2,4.125,8.25,false,2026-06-19 18:41:13
11932-85629-CU,A-L-0.5,4,7.77,31.08,false,2026-04-27 10:19:22
05501-86351-NX,E-D-0.5,5,7.29,36.45,true,2026-05-17 17:33:50
26333-67911-OL,R-M-2.5,3,22.885,68.655,false,2026-03-05 20:20:53
98573-41811-EQ,L-M-0.5,5,8.73,43.65,true,2026-02-03 18:52:44
58511-10548-ZU,E-L-0.2,1,4.455,4.455,true,2026-02-02 20:58:42
62682-27930-PD,L-M-1,3,14.55,43.65,true,2026-05-28 20:08:55
09595-95726-OV,L-M-2.5,1,33.465,33.465,true,2026-05-25 15:20:25
27723-45097-MH,L-D-0.2,5,3.885,19.425,true,2026-02-22 09:41:35
91190-84826-IQ,E-D-1,6,12.15,72.9,true,2026-06-29 19:43:14
48418-60841-CC,E-L-1,3,14.85,44.55,false,2026-04-23 15:38:30
31587-92570-HL,E-D-0.5,5,7.29,36.45,false,2026-02-19 10:20:46
72028-63343-SU,A-L-1,3,12.95,38.85,false,2026-03-05 13:07:35
41054-59693-XE,E-L-0.5,6,8.91,53.46,false,2026-06-07 19:23:11
87858-83734-RK,L-D-2.5,2,29.785,59.57,false,2026-02-22 18:49:52
64965-78386-MY,L-D-2.5,3,29.785,89.355,false,2026-04-14 14:01:29
44708-78241-DF,L-L-0.5,4,9.51,38.04,false,2026-05-10 20:07:05
88116-12604-TE,E-M-1,3,13.75,41.25,false,2026-02-09 16:50:41
62588-82624-II,L-L-0.5,6,9.51,57.06,false,2026-02-13 12:21:27
19821-05175-WZ,L-D-2.5,6,29.785,178.71,true,2026-03-09 18:51:29
95152-82155-VQ,L-L-0.2,1,4.755,4.755,false,2026-04-13 12:53:22
62483-50867-OM,E-M-1,6,13.75,82.5,false,2026-06-20 18:30:10
69761-61146-KD,R-D-0.2,3,2.685,8.055,true,2026-02-20 15:55:12
11263-86515-VU,A-M-1,2,11.25,22.5,false,2026-05-30 18:42:58
24155-79322-EQ,A-M-0.5,6,6.75,40.5,true,2026-04-13 16:07:16
26103-41504-IB,E-D-0.5,4,7.29,29.16,true,2026-06-21 12:30:07
48418-60841-CC,A-M-0.5,1,6.75,6.75,false,2026-01-14 12:28:29
93676-95250-XJ,L-D-1,4,12.95,51.8,true,2026-06-22 13:35:08
84132-22322-QT,E-L-0.5,6,8.91,53.46,false,2026-04-08 15:20:58
44799-09711-XW,E-D-0.2,4,3.645,14.58,true,2026-05-18 13:57:10
11212-69985-ZJ,R-D-2.5,1,20.585,20.585,false,2026-06-02 14:49:06
90882-88130-KQ,L-L-1,2,15.85,31.7,false,2026-04-29 13:23:42
25473-43727-BY,L-D-0.2,6,3.885,23.31,false,2026-02-15 18:08:49
86768-91598-FA,L-M-1,4,14.55,58.2,true,2026-02-21 19:38:08
09530-56210-WO,E-L-0.5,4,8.91,35.64,false,2026-05-09 10:42:21
84565-53984-SX,A-M-1,5,11.25,56.25,true,2026-02-22 09:07:56
90882-88130-KQ,R-L-0.2,3,3.585,10.755,false,2026-05-04 11:03:54
98921-82417-GN,R-M-0.2,5,2.985,14.925,false,2026-03-01 12:34:29
53386-94266-LJ,A-L-1,6,12.95,77.7,true,2026-04-21 14:44:53
12190-25421-WM,L-D-0.5,3,7.77,23.31,false,2026-05-31 18:18:16
08405-33165-BS,E-L-1,4,14.85,59.4,true,2026-04-04 09:43:57
33011-52383-BA,L-D-2.5,4,29.785,119.14,true,2026-02-24 17:21:13
13404-39127-WQ,R-L-0.2,4,3.585,14.34,false,2026-06-07 12:22:40
87242-18006-IR,A-M-2.5,5,25.875,129.375,false,2026-03-04 14:05:20
04540-43685-DV,R-D-0.2,6,2.685,16.11,true,2026-06-25 19:01:45
70451-38048-AH,R-L-0.2,5,3.585,17.925,false,2026-01-22 17:31:52
23243-92649-RY,L-M-0.2,2,4.365,8.73,false,2026-04-05 20:31:19
08523-01791-TI,A-M-2.5,2,25.875,51.75,false,2026-06-27 09:58:45
15958-25089-OS,L-M-0.2,2,4.365,8.73,true,2026-05-01 15:56:01
18275-73980-KL,L-L-0.2,5,4.755,23.775,false,2026-04-09 15:13:29
59572-41990-XY,E-M-0.2,5,4.125,20.625,false,2026-02-22 20:16:25
77043-48851-HG,L-L-2.5,1,36.455,36.455,false,2026-01-18 14:03:28
27226-53717-SY,L-L-2.5,5,36.455,182.275,false,2026-02-25 20:14:47
90816-65619-LM,L-D-2.5,3,29.785,89.355,false,2026-04-20 19:50:22
40180-22940-QB,R-L-0.2,1,3.585,3.585,true,2026-06-24 16:52:58
70089-27418-UJ,R-M-2.5,2,22.885,45.77,true,2026-05-20 09:41:18
19597-91185-CM,E-L-1,4,14.85,59.4,false,2026-05-07 20:47:40
71845-97930-ME,A-M-2.5,6,25.875,155.25,true,2026-06-11 18:22:59
81861-66046-SU,R-M-2.5,2,22.885,45.77,false,2026-02-03 20:31:12
07972-83748-JI,E-D-1,3,12.15,36.45,true,2026-03-31 20:37:16
87519-68847-ZG,E-D-0.5,4,7.29,29.16,true,2026-03-17 19:19:33
45899-92796-EI,L-M-2.5,4,33.465,133.86,false,2026-06-15 19:30:18
98476-63654-CG,L-L-0.2,5,4.755,23.775,true,2026-01-05 15:55:43
94525-76037-JP,L-D-1,3,12.95,38.85,false,2026-03-30 17:41:49
17670-51384-MA,R-L-0.2,6,3.585,21.51,true,2026-02-05 11:56:35
39789-43945-IV,A-D-1,1,9.95,9.95,true,2026-04-25 09:22:44
07095-81281-NJ,L-L-1,1,15.85,15.85,true,2026-06-19 12:45:00
88446-59251-SQ,R-M-0.2,1,2.985,2.985,true,2026-03-29 15:56:39
19821-05175-WZ,E-M-1,5,13.75,68.75,true,2026-06-24 19:33:55
34666-76738-SQ,A-D-1,3,9.95,29.85,false,2026-03-12 20:12:23
06953-94794-FB,L-M-1,4,14.55,58.2,false,2026-05-03 14:16:52
53667-91553-LT,R-L-0.5,4,7.17,28.68,false,2026-03-25 12:46:39
33284-98063-SE,R-L-0.5,3,7.17,21.51,false,2026-01-12 09:43:12
39528-19971-OR,L-M-0.5,2,8.73,17.46,true,2026-01-03 15:27:52
62425-26461-RK,E-D-2.5,1,27.945,27.945,true,2026-01-12 11:21:34
05503-73375-RU,E-D-2.5,5,27.945,139.725,false,2026-06-12 17:29:46
64845-00270-NO,R-M-0.2,2,2.985,5.97,false,2026-01-15 15:52:59
16809-16936-WF,R-L-2.5,1,27.485,27.485,true,2026-01-19 14:10:47
35256-12529-FT,R-L-1,5,11.95,59.75,true,2026-01-05 11:40:37
62762-19458-UY,E-M-1,3,13.75,41.25,false,2026-03-13 17:43:58
76263-95145-GJ,L-M-2.5,4,33.465,133.86,false,2026-03-23 19:35:12
72233-08665-IP,R-L-1,5,11.95,59.75,true,2026-05-09 17:36:32
76293-30918-DQ,A-D-0.5,1,5.97,5.97,true,2026-01-05 17:53:38
43452-18035-DH,E-D-1,2,12.15,24.3,false,2026-01-22 13:37:28
10142-55267-YO,E-D-0.2,6,3.645,21.87,true,2026-04-01 12:47:28
83543-79246-ON,A-D-1,2,9.95,19.9,true,2026-05-29 12:37:50
25331-13794-SB,A-D-0.2,2,2.985,5.97,false,2026-04-13 15:44:11
75716-12782-SS,E-D-0.5,1,7.29,7.29,true,2026-02-23 20:44:43
52316-30571-GD,A-D-0.2,4,2.985,11.94,true,2026-03-14 16:11:51
07756-71018-GU,R-L-1,6,11.95,71.7,true,2026-05-28 20:34:40
92204-96636-BS,A-L-0.2,2,3.885,7.77,false,2026-04-13 20:24:33
14797-35530-HY,A-M-2.5,1,25.875,25.875,false,2026-04-30 20:57:47
62588-82624-II,E-L-2.5,6,34.155,204.93,false,2026-03-04 20:03:46
67423-10113-LM,R-L-2.5,4,27.485,109.94,true,2026-06-21 13:21:40
29581-13303-VB,E-L-1,6,14.85,89.1,false,2026-02-08 09:37:09
03010-30348-UA,A-L-0.2,2,3.885,7.77,true,2026-04-11 17:52:24
54004-04664-AA,L-M-2.5,1,33.465,33.465,true,2026-03-29 16:57:34
10204-31464-SA,E-M-0.5,5,8.25,41.25,true,2026-03-29 18:30:28
08439-55669-AI,E-L-1,4,14.85,59.4,true,2026-05-13 17:55:40
49894-06550-OQ,A-L-0.5,1,7.77,7.77,false,2026-02-22 12:51:44
83731-53280-YC,R-D-0.5,1,5.37,5.37,true,2026-06-20 16:31:55
70879-00984-FJ,E-M-2.5,3,31.625,94.875,false,2026-01-08 17:59:44
13082-41034-PD,L-L-2.5,1,36.455,36.455,false,2026-03-10 16:09:11
06631-86965-XP,A-M-0.2,4,3.375,13.5,true,2026-01-26 15:15:16
61516-88984-DK,R-L-0.2,4,3.585,14.34,false,2026-02-20 10:27:11
86686-37462-CK,E-M-0.5,1,8.25,8.25,true,2026-01-06 14:06:03
73564-98204-EY,R-D-0.2,5,2.685,13.425,true,2026-03-16 14:10:57
64481-42546-II,A-D-1,5,9.95,49.75,false,2026-01-30 14:57:49
67285-75317-XI,E-M-0.5,2,8.25,16.5,false,2026-02-10 17:33:14
73342-18763-UW,A-D-0.5,3,5.97,17.91,false,2026-03-09 10:15:41
63411-51758-QC,A-D-0.5,5,5.97,29.85,false,2026-05-24 18:04:59
79825-17822-UH,E-L-1,3,14.85,44.55,false,2026-02-01 14:22:34
70290-38099-GB,E-M-1,2,13.75,27.5,false,2026-05-18 09:57:32
27064-10803-SB,R-M-0.5,6,5.97,35.82,true,2026-05-29 19:52:07
48203-23480-UB,R-D-0.5,3,5.37,16.11,true,2026-01-14 15:01:08
01932-87052-KO,E-L-0.2,6,4.455,26.73,true,2026-02-14 16:51:41
13654-85265-IL,E-L-2.5,6,34.155,204.93,true,2026-02-26 14:53:11
28728-47861-TZ,A-L-1,3,12.95,38.85,true,2026-01-05 20:14:25
83490-88357-LJ,L-D-0.2,4,3.885,15.54,true,2026-06-15 19:54:54
27493-46921-TZ,A-M-0.5,1,6.75,6.75,false,2026-04-23 18:00:23
46242-54946-ZW,E-D-2.5,4,27.945,111.78,true,2026-05-22 14:08:01
47723-84396-MT,A-L-0.2,1,3.885,3.885,true,2026-01-16 10:05:55
82990-92703-IX,L-M-0.2,5,4.365,21.825,false,2026-01-04 10:32:41
01811-60350-CU,R-M-0.2,5,2.985,14.925,false,2026-03-01 09:37:21
63349-66809-NF,A-M-1,3,11.25,33.75,true,2026-04-01 20:52:13
11212-69985-ZJ,A-M-1,3,11.25,33.75,false,2026-04-14 09:12:38
60378-26473-FE,L-M-0.2,6,4.365,26.19,true,2026-03-09 11:11:30
74671-55639-TU,E-L-1,1,14.85,14.85,false,2026-04-06 11:11:34
87519-68847-ZG,E-M-2.5,6,31.625,189.75,true,2026-03-24 16:05:35
38387-64959-WW,R-M-0.5,1,5.97,5.97,true,2026-06-28 12:34:05
63985-64148-MG,R-M-1,3,9.95,29.85,true,2026-05-21 11:47:59
25729-68859-UA,R-D-1,5,8.95,44.75,false,2026-03-22 18:20:15
22305-40299-CY,E-L-2.5,1,34.155,34.155,true,2026-06-07 13:31:47
57808-90533-UE,E-L-2.5,6,34.155,204.93,false,2026-01-21 20:02:32
73799-04749-BM,E-D-0.5,3,7.29,21.87,false,2026-03-15 11:43:13
44799-09711-XW,A-M-2.5,2,25.875,51.75,true,2026-04-16 12:45:40
77408-43873-RS,E-M-0.2,2,4.125,8.25,true,2026-01-17 16:26:35
04513-76520-QO,A-L-0.2,5,3.885,19.425,true,2026-02-28 13:22:20
59122-08794-WT,A-M-0.2,6,3.375,20.25,true,2026-05-02 09:58:26
86881-41559-OR,L-D-0.5,3,7.77,23.31,false,2026-03-19 16:36:02
31798-95707-NR,E-D-0.2,5,3.645,18.225,true,2026-05-16 18:12:11
92926-08470-YS,E-M-1,1,13.75,13.75,false,2026-03-15 10:01:57
71253-00052-RN,A-L-2.5,1,29.785,29.785,true,2026-06-18 11:46:11
64845-00270-NO,R-D-1,5,8.95,44.75,false,2026-02-21 10:33:08
37651-47492-NC,R-D-1,5,8.95,44.75,true,2026-06-23 19:06:33
14307-87663-KB,L-L-0.5,4,9.51,38.04,true,2026-03-29 12:50:49
28158-93383-CK,R-D-0.5,4,5.37,21.48,true,2026-06-16 12:52:04
98185-92775-KT,R-D-0.5,3,5.37,16.11,false,2026-06-26 15:35:41
52098-80103-FD,R-M-2.5,1,22.885,22.885,true,2026-06-27 12:40:03
28932-49296-TM,A-D-0.5,3,5.97,17.91,true,2026-02-09 16:41:55
53809-98498-SN,R-M-0.5,4,5.97,23.88,true,2026-01-03 13:54:10
